"Var1"	"Freq"
"118"	"Gemmatales"	36
"119"	"Gemmatimonadales"	20
"120"	"GWA2-38-13b"	3
"121"	"GWB1-42-6"	1
"122"	"Haliangiales"	5
"123"	"Halobacterales"	2
"124"	"Holophagales"	2
"125"	"Holosporales"	7
"126"	"Hungateiclostridiaceae"	3
"127"	"Hydrogenedentiales"	1
"128"	"Ignavibacteriales"	1
"129"	"IMCC26256"	11
"130"	"Isosphaerales"	13
"131"	"JG36-TzT-191"	1
"132"	"JGI 0000069-P22"	3
"133"	"Kapabacteriales"	10
"134"	"Kineosporiales"	6
"135"	"Ktedonobacterales"	1
"136"	"Lachnospirales"	27
"137"	"Lactobacillales"	242
"138"	"Legionellales"	46
"139"	"Leptospirales"	10
"140"	"Lineage IV"	1
"141"	"MBA03"	1
"142"	"Methylococcales"	1
"143"	"Micavibrionales"	10
"144"	"Micrococcales"	95
"145"	"Micromonosporales"	5
"146"	"Micropepsales"	4
"147"	"Microtrichales"	22
"148"	"mle1-27"	11
"149"	"MVP-88"	1
"150"	"Myxococcales"	1
"151"	"Nannocystales"	1
"152"	"Nitrospirales"	6
"153"	"Obscuribacterales"	8
"154"	"Oceanospirillales"	10
"155"	"Oligoflexales"	14
"156"	"Omnitrophales"	9
"157"	"Opitutales"	21
"158"	"Oscillospirales"	44
"159"	"Paenibacillales"	11
"160"	"Paludibaculum"	3
"161"	"Paracaedibacterales"	25
"162"	"Parvibaculales"	2
"163"	"Pasteurellales"	6
"164"	"PB19"	1
"165"	"Pedosphaerales"	31
"166"	"PeM15"	8
"167"	"Peptococcales"	3
"168"	"Peptostreptococcales-Tissierellales"	95
"169"	"Petrotogales"	1
"170"	"Phycisphaerales"	11
"171"	"Pirellulales"	32
"172"	"Planctomycetales"	33
"173"	"Polyangiales"	24
"174"	"Propionibacteriales"	39
"175"	"Pseudanabaenales"	1
"176"	"Pseudomonadales"	144
"177"	"Pseudonocardiales"	5
"178"	"R7C24"	2
"179"	"RBG-13-54-9"	3
"180"	"Reyranellales"	16
"181"	"RF39"	1
"182"	"Rhizobiales"	150
"183"	"Rhodobacterales"	39
"184"	"Rhodospirillales"	13
"185"	"Rhodothermales"	1
"186"	"Rickettsiales"	528
"187"	"Rokubacteriales"	1
"188"	"Saccharimonadales"	214
"189"	"Salinisphaerales"	1
"190"	"SAR11 clade"	1
"191"	"SBR1031"	7
"192"	"Silvanigrellales"	4
"193"	"SM1A07"	4
"194"	"Solibacterales"	1
"195"	"Solirubrobacterales"	21
"196"	"Sphingobacteriales"	80
"197"	"Sphingomonadales"	86
"198"	"Spirochaetales"	6
"199"	"Staphylococcales"	27
"200"	"Steroidobacterales"	2
"201"	"Streptomycetales"	3
"202"	"Subgroup 17"	1
"203"	"Synechococcales"	3
"204"	"Synergistales"	7
"205"	"Syntrophomonadales"	3
"206"	"Tepidisphaerales"	1
"207"	"Thermales"	2
"208"	"Thermicanales"	1
"209"	"Thermoactinomycetales"	3
"210"	"Thermoanaerobacterales"	2
"211"	"Thermomicrobiales"	7
"212"	"Thermotogales"	4
"213"	"Thermovenabulales"	1
"214"	"Thiotrichales"	1
"215"	"Tistrellales"	1
"216"	"Vampirovibrionales"	1
"217"	"Veillonellales-Selenomonadales"	47
"218"	"Verrucomicrobiales"	20
"219"	"Vibrionales"	90
"220"	"Vicinamibacterales"	10
"221"	"Victivallales"	1
"222"	"WCHB1-41"	1
"223"	"WD260"	1
"224"	"Xanthomonadales"	45
"225"	NA	685
